# T [K]		\Lambda[erg/s-cm^3]		n_e [per cm^3 per n_H]
2.1659e+08  3.9045e-23  1.1793e+00
2.1708e+08  3.9092e-23  1.1793e+00
2.1756e+08  3.9139e-23  1.1793e+00
2.1805e+08  3.9187e-23  1.1793e+00
2.1855e+08  3.9234e-23  1.1793e+00
2.1904e+08  3.9282e-23  1.1793e+00
2.1953e+08  3.9329e-23  1.1793e+00
2.2003e+08  3.9377e-23  1.1793e+00
2.2052e+08  3.9424e-23  1.1793e+00
2.2102e+08  3.9472e-23  1.1793e+00
2.2152e+08  3.9520e-23  1.1793e+00
2.2201e+08  3.9568e-23  1.1793e+00
2.2251e+08  3.9616e-23  1.1793e+00
2.2302e+08  3.9664e-23  1.1793e+00
2.2352e+08  3.9712e-23  1.1793e+00
